counts	number of items in equivalence class	isoforms in equivalence class
1	4	('ENST00000638917', 'ENST00000640081', 'ENST00000640231', 'ENST00000640961')
1	42	('ENST00000241001', 'ENST00000379107', 'ENST00000379109', 'ENST00000379111', 'ENST00000379123', 'ENST00000379129', 'ENST00000379132', 'ENST00000419022', 'ENST00000455099', 'ENST00000481563', 'ENST00000524853', 'ENST00000606377', 'ENST00000638250', 'ENST00000638346', 'ENST00000638629', 'ENST00000638762', 'ENST00000638802', 'ENST00000638878', 'ENST00000638914', 'ENST00000638963', 'ENST00000639006', 'ENST00000639034', 'ENST00000639061', 'ENST00000639079', 'ENST00000639109', 'ENST00000639386', 'ENST00000639394', 'ENST00000639409', 'ENST00000639916', 'ENST00000639950', 'ENST00000640242', 'ENST00000640287', 'ENST00000640368', 'ENST00000640431', 'ENST00000640460', 'ENST00000640610', 'ENST00000640684', 'ENST00000640766', 'ENST00000640872', 'ENST00000640963', 'ENST00000640975', 'ENST00000643871')
1	5	('ENST00000638629', 'ENST00000638762', 'ENST00000639079', 'ENST00000639109', 'ENST00000640872')
1	4	('ENST00000529554', 'ENST00000529896', 'ENST00000532278', 'ENST00000532795')
1	1	('ENST00000257359',)
1	3	('ENST00000680299', 'ENST00000680588', 'ENST00000681702')
1	1	('ENST00000528898',)
1	6	('ENST00000389506', 'ENST00000420751', 'ENST00000534358', 'ENST00000649699', 'ENST00000685498', 'ENST00000691053')
1	1	('ENST00000524509',)
1	1	('ENST00000531540',)
1	4	('ENST00000298838', 'ENST00000528462', 'ENST00000533686', 'ENST00000539589')
1	2	('ENST00000524995', 'ENST00000534105')
1	1	('ENST00000533263',)
1	10	('ENST00000278916', 'ENST00000428830', 'ENST00000438015', 'ENST00000524737', 'ENST00000525396', 'ENST00000526937', 'ENST00000527013', 'ENST00000531607', 'ENST00000532449', 'ENST00000534070')
1	6	('ENST00000334274', 'ENST00000432887', 'ENST00000527661', 'ENST00000528107', 'ENST00000530419', 'ENST00000531632')
1	3	('ENST00000529852', 'ENST00000532204', 'ENST00000649666')
1	3	('ENST00000298838', 'ENST00000528462', 'ENST00000539589')
1	1	('ENST00000649666',)
1	2	('ENST00000397753', 'ENST00000445008')
1	1	('ENST00000529494',)
1	2	('ENST00000328221', 'ENST00000528780')
1	1	('ENST00000640790',)
1	1	('ENST00000445202',)
1	4	('ENST00000526621', 'ENST00000528187', 'ENST00000529896', 'ENST00000533524')
1	1	('ENST00000358524',)
1	3	('ENST00000389506', 'ENST00000649699', 'ENST00000691053')
1	1	('ENST00000527795',)
1	19	('ENST00000350638', 'ENST00000379163', 'ENST00000395934', 'ENST00000474374', 'ENST00000638184', 'ENST00000638347', 'ENST00000638376', 'ENST00000638482', 'ENST00000638764', 'ENST00000638917', 'ENST00000638984', 'ENST00000639570', 'ENST00000639878', 'ENST00000640081', 'ENST00000640231', 'ENST00000640342', 'ENST00000640533', 'ENST00000640954', 'ENST00000640961')
1	7	('ENST00000446510', 'ENST00000531554', 'ENST00000534635', 'ENST00000617650', 'ENST00000676979', 'ENST00000677116', 'ENST00000679022')
1	1	('ENST00000639182',)
1	1	('ENST00000680699',)
1	6	('ENST00000389506', 'ENST00000420751', 'ENST00000534358', 'ENST00000685498', 'ENST00000685719', 'ENST00000691053')
1	20	('ENST00000334307', 'ENST00000347206', 'ENST00000446510', 'ENST00000527108', 'ENST00000528092', 'ENST00000530697', 'ENST00000531554', 'ENST00000532470', 'ENST00000534635', 'ENST00000617650', 'ENST00000676885', 'ENST00000676979', 'ENST00000677116', 'ENST00000677156', 'ENST00000677623', 'ENST00000677673', 'ENST00000677808', 'ENST00000678060', 'ENST00000678480', 'ENST00000679072')
1	1	('ENST00000614825',)
1	10	('ENST00000446510', 'ENST00000528092', 'ENST00000531554', 'ENST00000532470', 'ENST00000617650', 'ENST00000677116', 'ENST00000677156', 'ENST00000677623', 'ENST00000678480', 'ENST00000679072')
1	4	('ENST00000357899', 'ENST00000397753', 'ENST00000525842', 'ENST00000527478')
1	1	('ENST00000622878',)
1	2	('ENST00000533051', 'ENST00000533524')
1	3	('ENST00000527869', 'ENST00000531904', 'ENST00000649666')
1	2	('ENST00000529852', 'ENST00000532204')
1	2	('ENST00000439476', 'ENST00000525528')
1	3	('ENST00000450171', 'ENST00000635736', 'ENST00000638157')
1	4	('ENST00000300022', 'ENST00000524669', 'ENST00000532314', 'ENST00000534711')
1	1	('ENST00000524590',)
1	1	('ENST00000528041',)
1	3	('ENST00000300022', 'ENST00000532314', 'ENST00000534810')
1	8	('ENST00000343674', 'ENST00000421244', 'ENST00000454345', 'ENST00000456247', 'ENST00000524984', 'ENST00000527911', 'ENST00000532868', 'ENST00000533376')
1	2	('ENST00000689460', 'ENST00000690793')
1	2	('ENST00000300022', 'ENST00000532314')
1	11	('ENST00000378867', 'ENST00000524380', 'ENST00000526679', 'ENST00000526682', 'ENST00000526728', 'ENST00000527172', 'ENST00000527487', 'ENST00000530050', 'ENST00000530252', 'ENST00000530639', 'ENST00000532121')
1	3	('ENST00000321016', 'ENST00000533160', 'ENST00000533871')
1	3	('ENST00000378867', 'ENST00000527487', 'ENST00000530639')
1	7	('ENST00000378867', 'ENST00000526679', 'ENST00000526728', 'ENST00000527487', 'ENST00000530050', 'ENST00000530639', 'ENST00000532121')
1	1	('ENST00000526342',)
1	3	('ENST00000456247', 'ENST00000527911', 'ENST00000533376')
1	3	('ENST00000379214', 'ENST00000389858', 'ENST00000480977')
1	1	('ENST00000405308',)
1	1	('ENST00000533243',)
1	2	('ENST00000299106', 'ENST00000534549')
1	15	('ENST00000278407', 'ENST00000378323', 'ENST00000378324', 'ENST00000403558', 'ENST00000528996', 'ENST00000531133', 'ENST00000531605', 'ENST00000531797', 'ENST00000619430', 'ENST00000676670', 'ENST00000677624', 'ENST00000677625', 'ENST00000677915', 'ENST00000678533', 'ENST00000678592')
1	2	('ENST00000526659', 'ENST00000527022')
1	7	('ENST00000278407', 'ENST00000340687', 'ENST00000378324', 'ENST00000528996', 'ENST00000531605', 'ENST00000619430', 'ENST00000677624')
1	1	('ENST00000527022',)
1	10	('ENST00000298838', 'ENST00000524509', 'ENST00000525725', 'ENST00000528201', 'ENST00000528462', 'ENST00000530405', 'ENST00000530513', 'ENST00000531226', 'ENST00000532457', 'ENST00000539589')
1	1	('ENST00000533540',)
1	1	('ENST00000397596',)
1	1	('ENST00000649464',)
1	16	('ENST00000278407', 'ENST00000340687', 'ENST00000378323', 'ENST00000378324', 'ENST00000403558', 'ENST00000528996', 'ENST00000531133', 'ENST00000531605', 'ENST00000531797', 'ENST00000619430', 'ENST00000676670', 'ENST00000677624', 'ENST00000677625', 'ENST00000677915', 'ENST00000678533', 'ENST00000678592')
1	1	('ENST00000278916',)
1	2	('ENST00000528708', 'ENST00000529439')
1	11	('ENST00000278407', 'ENST00000340687', 'ENST00000378323', 'ENST00000378324', 'ENST00000403558', 'ENST00000531133', 'ENST00000676670', 'ENST00000677624', 'ENST00000677625', 'ENST00000678533', 'ENST00000678592')
1	3	('ENST00000265909', 'ENST00000528555', 'ENST00000530356')
1	7	('ENST00000374784', 'ENST00000374786', 'ENST00000374791', 'ENST00000425719', 'ENST00000427481', 'ENST00000539799', 'ENST00000683400')
1	13	('ENST00000278407', 'ENST00000340687', 'ENST00000378323', 'ENST00000378324', 'ENST00000403558', 'ENST00000528996', 'ENST00000531605', 'ENST00000531797', 'ENST00000619430', 'ENST00000677624', 'ENST00000677625', 'ENST00000677915', 'ENST00000678592')
1	1	('ENST00000525463',)
1	7	('ENST00000446510', 'ENST00000528092', 'ENST00000530697', 'ENST00000532470', 'ENST00000534635', 'ENST00000617650', 'ENST00000678950')
1	15	('ENST00000278407', 'ENST00000340687', 'ENST00000378323', 'ENST00000378324', 'ENST00000403558', 'ENST00000531133', 'ENST00000531605', 'ENST00000531797', 'ENST00000619430', 'ENST00000676670', 'ENST00000677624', 'ENST00000677625', 'ENST00000677915', 'ENST00000678533', 'ENST00000678592')
1	12	('ENST00000278407', 'ENST00000340687', 'ENST00000378323', 'ENST00000378324', 'ENST00000403558', 'ENST00000405496', 'ENST00000619430', 'ENST00000676670', 'ENST00000677624', 'ENST00000677625', 'ENST00000677915', 'ENST00000678592')
1	3	('ENST00000528187', 'ENST00000533051', 'ENST00000533524')
1	1	('ENST00000530518',)
1	3	('ENST00000526982', 'ENST00000527468', 'ENST00000530889')
1	11	('ENST00000354420', 'ENST00000356187', 'ENST00000397604', 'ENST00000397614', 'ENST00000397615', 'ENST00000438658', 'ENST00000527485', 'ENST00000529306', 'ENST00000529368', 'ENST00000533410', 'ENST00000534797')
1	4	('ENST00000358825', 'ENST00000360871', 'ENST00000527581', 'ENST00000528746')
1	1	('ENST00000423662',)
1	2	('ENST00000423662', 'ENST00000528746')
1	2	('ENST00000438375', 'ENST00000527524')
1	3	('ENST00000358825', 'ENST00000423662', 'ENST00000526082')
1	5	('ENST00000303697', 'ENST00000406071', 'ENST00000444572', 'ENST00000597505', 'ENST00000684477')
1	7	('ENST00000399808', 'ENST00000531688', 'ENST00000679382', 'ENST00000680209', 'ENST00000680622', 'ENST00000681198', 'ENST00000681748')
1	2	('ENST00000683716', 'ENST00000684636')
1	2	('ENST00000436029', 'ENST00000467728')
1	11	('ENST00000399808', 'ENST00000526811', 'ENST00000531688', 'ENST00000602735', 'ENST00000679382', 'ENST00000679792', 'ENST00000680209', 'ENST00000680622', 'ENST00000680720', 'ENST00000681198', 'ENST00000681748')
1	17	('ENST00000395397', 'ENST00000405576', 'ENST00000405853', 'ENST00000407404', 'ENST00000412937', 'ENST00000420369', 'ENST00000436029', 'ENST00000436778', 'ENST00000437276', 'ENST00000441012', 'ENST00000444396', 'ENST00000449369', 'ENST00000457932', 'ENST00000467728', 'ENST00000481889', 'ENST00000531660', 'ENST00000616973')
1	1	('ENST00000529306',)
1	1	('ENST00000683345',)
1	7	('ENST00000354420', 'ENST00000356187', 'ENST00000397604', 'ENST00000524464', 'ENST00000525701', 'ENST00000529115', 'ENST00000531149')
1	1	('ENST00000528378',)
1	2	('ENST00000528378', 'ENST00000534114')
1	6	('ENST00000405576', 'ENST00000405853', 'ENST00000441012', 'ENST00000467728', 'ENST00000481889', 'ENST00000616973')
1	3	('ENST00000304538', 'ENST00000358825', 'ENST00000360871')
1	7	('ENST00000263577', 'ENST00000392693', 'ENST00000531738', 'ENST00000683416', 'ENST00000683716', 'ENST00000684078', 'ENST00000684636')
1	1	('ENST00000395949',)
1	3	('ENST00000323180', 'ENST00000530587', 'ENST00000676320')
1	8	('ENST00000395397', 'ENST00000405576', 'ENST00000405853', 'ENST00000441012', 'ENST00000467728', 'ENST00000481889', 'ENST00000527949', 'ENST00000616973')
1	2	('ENST00000533620', 'ENST00000543440')
1	5	('ENST00000405576', 'ENST00000405853', 'ENST00000407404', 'ENST00000527949', 'ENST00000531660')
1	2	('ENST00000441012', 'ENST00000616973')
1	14	('ENST00000395397', 'ENST00000405576', 'ENST00000405853', 'ENST00000407404', 'ENST00000420369', 'ENST00000436029', 'ENST00000436778', 'ENST00000441012', 'ENST00000449369', 'ENST00000467728', 'ENST00000481889', 'ENST00000527949', 'ENST00000531660', 'ENST00000616973')
1	1	('ENST00000528882',)
1	1	('ENST00000652086',)
1	1	('ENST00000356641',)
1	2	('ENST00000681304', 'ENST00000681840')
1	5	('ENST00000405853', 'ENST00000420369', 'ENST00000441012', 'ENST00000444396', 'ENST00000449369')
1	3	('ENST00000465995', 'ENST00000526042', 'ENST00000527731')
1	1	('ENST00000526394',)
1	1	('ENST00000683416',)
1	8	('ENST00000354420', 'ENST00000356187', 'ENST00000397604', 'ENST00000524464', 'ENST00000525701', 'ENST00000529115', 'ENST00000531149', 'ENST00000533410')
1	3	('ENST00000311862', 'ENST00000525955', 'ENST00000529411')
1	1	('ENST00000303697',)
1	2	('ENST00000528499', 'ENST00000533616')
1	2	('ENST00000395123', 'ENST00000395124')
1	2	('ENST00000532694', 'ENST00000534286')
1	9	('ENST00000313236', 'ENST00000354284', 'ENST00000359862', 'ENST00000411589', 'ENST00000442938', 'ENST00000524725', 'ENST00000525118', 'ENST00000533102', 'ENST00000533137')
1	8	('ENST00000256997', 'ENST00000527256', 'ENST00000672073', 'ENST00000672075', 'ENST00000672636', 'ENST00000672787', 'ENST00000673511', 'ENST00000673604')
1	7	('ENST00000313236', 'ENST00000354064', 'ENST00000359862', 'ENST00000411589', 'ENST00000524725', 'ENST00000526853', 'ENST00000526973')
1	5	('ENST00000406787', 'ENST00000407364', 'ENST00000451385', 'ENST00000634627', 'ENST00000634973')
1	2	('ENST00000680209', 'ENST00000680696')
1	4	('ENST00000525438', 'ENST00000527782', 'ENST00000532010', 'ENST00000533757')
1	6	('ENST00000395123', 'ENST00000529554', 'ENST00000529748', 'ENST00000529896', 'ENST00000532278', 'ENST00000532795')
1	2	('ENST00000638984', 'ENST00000640954')
1	1	('ENST00000529801',)
1	1	('ENST00000525118',)
1	10	('ENST00000263574', 'ENST00000338167', 'ENST00000345598', 'ENST00000528499', 'ENST00000530132', 'ENST00000533195', 'ENST00000533616', 'ENST00000533713', 'ENST00000534582', 'ENST00000650012')
1	3	('ENST00000638984', 'ENST00000639097', 'ENST00000640954')
1	1	('ENST00000678950',)
1	2	('ENST00000356438', 'ENST00000425380')
1	2	('ENST00000227349', 'ENST00000307257')
1	1	('ENST00000307257',)
1	1	('ENST00000613398',)
1	9	('ENST00000256997', 'ENST00000527256', 'ENST00000529444', 'ENST00000672073', 'ENST00000672075', 'ENST00000672636', 'ENST00000672787', 'ENST00000673511', 'ENST00000673604')
1	5	('ENST00000264020', 'ENST00000264021', 'ENST00000530872', 'ENST00000531939', 'ENST00000672656')
1	5	('ENST00000284259', 'ENST00000422003', 'ENST00000531148', 'ENST00000533712', 'ENST00000683345')
1	6	('ENST00000378852', 'ENST00000420461', 'ENST00000455725', 'ENST00000531273', 'ENST00000534600', 'ENST00000534695')
1	3	('ENST00000524726', 'ENST00000531148', 'ENST00000683345')
1	13	('ENST00000395397', 'ENST00000405576', 'ENST00000405853', 'ENST00000407404', 'ENST00000420369', 'ENST00000436029', 'ENST00000436778', 'ENST00000441012', 'ENST00000449369', 'ENST00000467728', 'ENST00000481889', 'ENST00000527949', 'ENST00000616973')
1	1	('ENST00000634721',)
1	2	('ENST00000634627', 'ENST00000634973')
1	6	('ENST00000284259', 'ENST00000422003', 'ENST00000529397', 'ENST00000531148', 'ENST00000645041', 'ENST00000683345')
1	4	('ENST00000395397', 'ENST00000405576', 'ENST00000481889', 'ENST00000531660')
1	1	('ENST00000533712',)
1	9	('ENST00000263574', 'ENST00000278756', 'ENST00000338167', 'ENST00000345598', 'ENST00000528499', 'ENST00000533195', 'ENST00000533713', 'ENST00000534582', 'ENST00000650012')
1	1	('ENST00000532947',)
1	8	('ENST00000303459', 'ENST00000403099', 'ENST00000406787', 'ENST00000407364', 'ENST00000451385', 'ENST00000532947', 'ENST00000634627', 'ENST00000634973')
1	4	('ENST00000263576', 'ENST00000525943', 'ENST00000526875', 'ENST00000530414')
1	5	('ENST00000263576', 'ENST00000525943', 'ENST00000526875', 'ENST00000530414', 'ENST00000584970')
1	7	('ENST00000313236', 'ENST00000354064', 'ENST00000354284', 'ENST00000359862', 'ENST00000411589', 'ENST00000524725', 'ENST00000526973')
1	9	('ENST00000313236', 'ENST00000354284', 'ENST00000359862', 'ENST00000411589', 'ENST00000442938', 'ENST00000524725', 'ENST00000533102', 'ENST00000533137', 'ENST00000534181')
1	3	('ENST00000264037', 'ENST00000392793', 'ENST00000642222')
1	2	('ENST00000525398', 'ENST00000528041')
1	5	('ENST00000255078', 'ENST00000545146', 'ENST00000674955', 'ENST00000675615', 'ENST00000676228')
1	1	('ENST00000422974',)
1	1	('ENST00000533347',)
1	1	('ENST00000438262',)
1	4	('ENST00000356136', 'ENST00000528264', 'ENST00000528420', 'ENST00000533454')
1	1	('ENST00000529876',)
1	1	('ENST00000528264',)
1	1	('ENST00000533454',)
1	6	('ENST00000354599', 'ENST00000399602', 'ENST00000525502', 'ENST00000528796', 'ENST00000530643', 'ENST00000533036')
1	2	('ENST00000260045', 'ENST00000682527')
1	2	('ENST00000326053', 'ENST00000525780')
1	3	('ENST00000260045', 'ENST00000528993', 'ENST00000684702')
1	1	('ENST00000528830',)
1	5	('ENST00000321844', 'ENST00000529331', 'ENST00000530460', 'ENST00000662483', 'ENST00000663165')
1	3	('ENST00000530460', 'ENST00000662483', 'ENST00000663165')
1	2	('ENST00000527610', 'ENST00000644142')
1	1	('ENST00000533596',)
1	3	('ENST00000321844', 'ENST00000529331', 'ENST00000530460')
1	2	('ENST00000376262', 'ENST00000604733')
1	1	('ENST00000525768',)
1	1	('ENST00000528410',)
1	1	('ENST00000533603',)
1	1	('ENST00000531645',)
1	7	('ENST00000438262', 'ENST00000525313', 'ENST00000528218', 'ENST00000528796', 'ENST00000532539', 'ENST00000533036', 'ENST00000618467')
1	1	('ENST00000533805',)
1	3	('ENST00000527820', 'ENST00000529721', 'ENST00000532435')
1	1	('ENST00000525313',)
1	1	('ENST00000528218',)
1	5	('ENST00000307998', 'ENST00000524408', 'ENST00000526911', 'ENST00000530806', 'ENST00000531972')
1	2	('ENST00000198801', 'ENST00000526712')
1	3	('ENST00000307998', 'ENST00000531972', 'ENST00000533347')
1	3	('ENST00000307998', 'ENST00000527277', 'ENST00000531972')
1	2	('ENST00000530284', 'ENST00000649490')
1	1	('ENST00000527277',)
1	1	('ENST00000533449',)
1	2	('ENST00000304771', 'ENST00000526740')
1	4	('ENST00000321844', 'ENST00000529331', 'ENST00000530460', 'ENST00000673806')
1	1	('ENST00000527874',)
1	4	('ENST00000524490', 'ENST00000524767', 'ENST00000525038', 'ENST00000525919')
1	1	('ENST00000380525',)
1	20	('ENST00000278544', 'ENST00000525194', 'ENST00000525861', 'ENST00000526597', 'ENST00000531352', 'ENST00000531461', 'ENST00000532485', 'ENST00000533873', 'ENST00000534206', 'ENST00000679866', 'ENST00000679924', 'ENST00000680583', 'ENST00000680842', 'ENST00000681004', 'ENST00000681251', 'ENST00000681257', 'ENST00000681354', 'ENST00000681375', 'ENST00000681732', 'ENST00000681955')
1	15	('ENST00000525861', 'ENST00000530334', 'ENST00000531352', 'ENST00000532485', 'ENST00000533873', 'ENST00000534206', 'ENST00000679754', 'ENST00000679866', 'ENST00000679924', 'ENST00000680842', 'ENST00000681251', 'ENST00000681257', 'ENST00000681375', 'ENST00000681411', 'ENST00000681955')
1	5	('ENST00000532485', 'ENST00000680583', 'ENST00000681375', 'ENST00000681732', 'ENST00000681955')
1	16	('ENST00000525194', 'ENST00000525861', 'ENST00000531461', 'ENST00000532485', 'ENST00000534206', 'ENST00000679754', 'ENST00000679866', 'ENST00000680583', 'ENST00000680842', 'ENST00000681004', 'ENST00000681257', 'ENST00000681354', 'ENST00000681375', 'ENST00000681411', 'ENST00000681732', 'ENST00000681955')
1	4	('ENST00000525194', 'ENST00000525861', 'ENST00000681004', 'ENST00000681257')
1	1	('ENST00000529772',)
1	3	('ENST00000278224', 'ENST00000397111', 'ENST00000439280')
1	14	('ENST00000278544', 'ENST00000526597', 'ENST00000531352', 'ENST00000531461', 'ENST00000532485', 'ENST00000533873', 'ENST00000534206', 'ENST00000679754', 'ENST00000679866', 'ENST00000680583', 'ENST00000681375', 'ENST00000681411', 'ENST00000681732', 'ENST00000681955')
1	4	('ENST00000278224', 'ENST00000380525', 'ENST00000397111', 'ENST00000531387')
1	3	('ENST00000299596', 'ENST00000524543', 'ENST00000528080')
1	4	('ENST00000278224', 'ENST00000397111', 'ENST00000527330', 'ENST00000529772')
1	2	('ENST00000397111', 'ENST00000531387')
1	4	('ENST00000524543', 'ENST00000527813', 'ENST00000528080', 'ENST00000533723')
1	1	('ENST00000309328',)
1	2	('ENST00000299596', 'ENST00000611268')
1	21	('ENST00000278544', 'ENST00000525861', 'ENST00000526597', 'ENST00000531352', 'ENST00000531461', 'ENST00000532485', 'ENST00000533873', 'ENST00000534206', 'ENST00000679754', 'ENST00000679866', 'ENST00000679924', 'ENST00000680583', 'ENST00000680842', 'ENST00000681004', 'ENST00000681251', 'ENST00000681257', 'ENST00000681354', 'ENST00000681375', 'ENST00000681411', 'ENST00000681732', 'ENST00000681955')
1	1	('ENST00000524490',)
1	3	('ENST00000524767', 'ENST00000525038', 'ENST00000533248')
